tweet,sentiment
@mention We were Midwest City. Storm broke up. Tornadoes moved NW. Made our flight. In Denver now.,2
nice and hot here loving the florida weather,3
Just hanging by the poudre river in Ft Collins. 75 degrees up here right now feels good. They say the change is coming.,3
I loved how hot I was today ....I hope tomorrow it's at least 10 degrees hotter !!!!!,3
#WEATHER:  4:52 am : 60.0F. Feels 60F. 29.85% Humidity. 4.6MPH East Wind.,2
"@mention I holidayed in Northumberland a couple of weeks ago, it's so beautiful there. Hopefully you'll have lovely weather!",3
"TROPICAL AND SEVERE WEATHER OUTLOOK MAY 23, 2011 ISSUED 11:20 A.M. EDT {link}/ #TROPICAL; #SEVERE",2
Im high as shit in this nice ass weather,3
"05/20/2011 13:20  12 MPH at 253 DEG TEMP=63 F Safe Flying, Rich Parry  {link}",2
"Severe T'storm WARNING for Austin, southern Brazos, Grimes, Waller and Washington counties.",2
#WEATHER:  2:56 am : 52.0F. Feels 48F. 29.72% Humidity. 12.7MPH North Wind.,2
@mention it's rainy and gross in DC :/ and I have a research paper to write...wish I was in Miami.,1
Beautiful Day in Texas 9:15 AM and already 75 degrees Couldn't ask for a better Sunday miss all my boys from WVWC can't Believe it's over,3
Is at a free car show nothing but fast cars & old school cars the weather is great out here. Independence across from Joe Crab Shack,3
#WEATHER:  4:53 pm : 84.0F. Feels F. 29.91% Humidity. 9.2MPH Southwest Wind.,2
"@mention looks like we have same weather in Austin and Minneapolis, it's drizzling here.",2
@mention I wish I were in GR for this storm! it sounds amazing! Im back in town tomorrow... so we should totally hang out this weekend,3
"About to go tanning just to have some consistency. This weather is bi-polar. You know me, I can't handle it.",1
I am not liking this sunny / rain thing. It is annoying. I am gonna have a jungle in my front yard when I get a chance to cut it.,1
"The weather may be horrible, but I'm still going out. There are things I need.",1
Hookah + Kanye playlist +nice weather= chill afternoon,3
weather data 04:00 AM 48.2&#xB0;F 98 pct 6.2 mph,2
just workout for 2hrs now Sandals shorts and tank top #Good ass weather,3
The weather turns quieter tonight into Monday. Details in Eric Davis' forecast discussion. {link},2
I wanna wear my villa top today but it looks freezing outside so I'll opt for a hoodie instead and hope it doesn't get hot later,1
"Forecast for Wednesday:  							 								Partly sunny. A chance of showers and thunderstorms... Mainly in th... {link} #wv",2
what amazing weather.,3
@mention Hell yea Arkansas weather sucks,1
Had to cancel a phootshoot cuz the weather is wack! Sun your messin' around w/my Money! No Bueno.,1
Windy windy in #Palmer....,2
"I'm used to hating Tuesdays, but today was pretty good. :) Weather still sucks though.",1
The weather today is miserable and last week was a tease. Feeling salty at mother nature.,1
#WEATHER:  6:53 pm : 49.0F. Feels 45F. 29.82% Humidity. 9.2MPH South Wind.,2
"RT @mention: New event. Severe Thunderstorm Watch from 5/23/2011 3:16 PM to 11:00 PM EDT for Avery County, C... Read more at {link} ...",2
#WEATHER:  7:56 am : 57.0F. Feels 52F. 30.12% Humidity. 26.5MPH East Wind.,2
gloomy ass weather,1
"A cluster of strong thunderstorms will affect Hunterdon, Warren, and Morris counties. They will be near Bloomsbury and Alpha by 9PM.",2
Its sunny out... @mention why were you postponed -__-,2
Wow it looks like a tree slaughter in my yard...not tn mention the freakin flooding..should be gone soon though..but damn that storm kep ...,1
RT @mention: Alabama's first tornado on 4.27... live coverage of the Cullman storm: {link} #WeAreAlabama,2
"RT @mention: Its gorgeous outside! Omg, this is the weather we're supposed to have for late May/early June. Yes!",3
'U2 - Beautiful Day' was the PERFECT song driving to @mention today on this gorgeous sunny day!,3
"WZPL Forecast: FROST ADVISORY UNTIL 9AM Today: Mostly sunny this morning, partly cloudy this afternoon. High 64.... {link}",2
This weather is so bipolar #rainorsun #pickone,1
Happy Friday to all my followers - Hope your enjoying that sunshine. And for all the Mom's out there wishing you the best this weekend :),3
This weather makes a nigga dont wanna do shit but lay up in his house ... Crucial,1
@mention we fine thankyou fed up with the weather just sat upstairs on comp & bridget jones is coming on tv seen it loads but still,1
"RT @mention: VERY strong storm system from Benbrook up to THE RED RIVER. Hail, damaging winds expected.",2
Worst year of Seattle weather ever.,1
A sunny Saturday afternoon is a good time to listen to this gem! {link},3
"War Zone Weather: Kabul, Afghanistan: 86F, Clear - 11:20 AM Local Time May. 18 #hrweather #military",2
#WEATHER:  8:56 pm : 76.0F. Feels F. 30.02% Humidity. 4.6MPH South Wind.,2
seriously the 47f degrees and rain is getting a bit crazy... where is the real May weather?,1
I love thunderstorms in kansas. Makes me feel so relaxed,3
"@mention nothing , relaxing today wit Kim. To hot to do n e thing outside",1
@mention the weather has been perfect....  FYI going out on a limb but I say you lead the league next year in TD'S bud !,3
#WEATHER:  2:56 pm : 79.0F. Feels F. 30.05% Humidity. 4.6MPH West Wind.,2
weather data 2:00 PM 64.4&#xB0;F 90 pct 0.9 mph,2
Enjoying the nice weather,3
Severe Thunderstorm Watch In Effect For Part Of The Area {link},2
Ran 1.13 miles and felt alright. It was cold and rainy so I didn't make it very far before I turned back. Unc... {link},1
I'm so fucking tired of it being shitty weather on my nights off. #godhatesme,1
@mention Did you get a hail storm out by you?,2
(((Surprise thunder storm))) Fuckin rained in my car... it smells like mold now. #damnit,1
"so it's Saturday, so I was going to go read on the porch in the lovely weather, and then a storm front moved in. Disappoint.",1
"Awesome weekend in Borrego with great friends, great weather and awesome hotel. Nice break from life",3
"Weather should stabilize today, forecaster says: The warm surface temperatures that collided Sunday with a cold air... {link}",2
i hear Seattle is super rainy!,2
tornando warning... i would come home to shitty weather,1
@mention This weather sucks.,1
...FLASH FLOOD WATCH IN EFFECT FROM 2 PM EDT THIS AFTERNOON THROUGH THIS EVENING... THE NATIONAL WEATHER SERVICE... {link},2
@mention London is sunny :o it's shocking. haha. How is..urm. Holland? :),3
"What guy makes his sick gf walk all the way to her house, while it's hot as fuck outside, carrying a heavy bag? I'm getting tired of this bs",1
"RT @mention: Cloudy start this morning, partly sunny this afternoon.  Staying dry around the sound.  Highs in the mid to low 60s.",2
Damn. the storm is COMIN.,1
"Mostly clear tonight, low 72 (22 C).  Sunny Saturday, high near 95 (35 C).",2
Freezing my assssss off at mickey,1
Very mello Sunday but the weather is #awesome once again! good morning! #fb,3
"Uggg..its all icky and rainy today,what happened to the warm sunshine??? Now I really dont wanna go to school today! #MitchelDay",1
Severe Weather Statement issued May 12 at 6:58PM CDT expiring May 12 at 7:15PM CDT by NWS Omaha {link}... {link},2
RAINY DAY TODAY :(,1
"Fair and Windy and 69 F at Mitchell Municipal Airport, SD Winds are from the Southeast at 27.6 gusting to 40.3 MPH (24  {link}",2
RT: @mention Hate rainy days smh it paralyzes me lol,1
Get'n a little tired of the extreme weather. It was enough driving through Alabama during those tornados!,1
It's hot as hell out here,1
I love this weather everyone complaining about. I'm just glad its not raining.,3
"is enjoying the sunshine and warmth (of the sun, and some of the people) in Paris. Chichester, Hayling, and R&G are next!",3
"Eastern Nebraska today: partly sunny, warm, and breezy with a slight chance for PM storms. Highs: low to mid 80s. Wind: SE 15-25+ mph.",2
"Gardner WX 05/10/11 05:30 AM | 71F, 75&#x25; Humidity, Feels Like 73F | Alerts: Alert | {link}",2
Love the weather here and in New York... Would not mind visiting. :-),3
"13:03:44 |Temp: 79.2 deg F. | Dew Point 55.4 | Rain today: 0.00 inches | Wind: 2.0 mph from the WSW, Gusting to 5.0 | Heat Index 79.2 |#GAWX",2
Love the rainy weather here in california,3
Severe Thunderstorm Warning issued May 21 at 6:11PM CDT expiring May 21 at 6:15PM CDT by NWS Dallas-Fort Worth... {link},2
Thunder storm in carlisle. Maybe taking the bike to work not such a good idea afterall. *grim up north*.,1
Love this weather!,3
@mention really good(: its sunny as hell lol,3
This weather is a mood killer,1
"Beautiful week coming up, 60's and sunny every day and topping off the week with a 70 degree Friday. #SpringHasSprung #TwinCities",3
Why is it 55 degrees outside right now? Last time I checked it was the middle of May...,1
Had a great night walk/run...love VB weather,3
"New svr. t-storm warning for southern Walworth Co. until 7:45pm. Includes Delavan, Lake Geneva, Walworth. High winds over 60mph.",2
"Wtf, really weather? We have a shoot today. Awesome NOT!!",1
"Severe Thunderstorm Warning until 10:00 PM CDT issued for Pawnee County with 70mph gusts & 1.00"" hail possible {link} #KSwx",2
#WEATHER:  3:50 pm : 79.0F. Feels F. 29.99% Humidity. 9.2MPH South Wind.,2
Patio outside Pane e Vino. So nice and sunny. ;3,3
@mention It's not so much the humidity.  It's the mosquitoes.  They seem to think I'm particularly tasty.,2
I'm surprised that this full-blown thunderstorm is calming me down.,3
100 degrees and sunny. love it!,3
i think ima get sick ahhh im trying to walk as fast as i cani need to go to the restroom! :( poor me  fuck this weather,1
This weather is fn ridiculous!!!!,1
"dear scary weather, go away please.): #cantsleep #noservice",1
@mention it's good! It's sunny today and Jay is in town for the weekend! I miss you! Can't wait to see my luna baby. How was puerto Rico?!,3
@mention damn Chicago weather.  Altho I agree 60's in May is a little crazy,1
This crappy weather better stop tomorrow for #prom !!,1
This weather is straight out killing my day....smh,1
"Current Conditions: Fair, 76 FForecast: Sun - Mostly Clear. High: 87 Low: 69 Mon - Mostly Sunny. High: 89 Low: 71Full Forecast at Yah...",2
THE NATIONAL WEATHER SERVICE IN LITTLE ROCK HAS ISSUED A* TORNADO WARNING FOR...   SOUTHERN JEFFERSON COUNTY IN... {link},2
"Yea! Another thunderstorm is brewing! Not being sarcastic, I really like them & the way the sky looks!  {link}",3
@mention I think the little dude probably agrees. Stupid minnesota weather.,1
Cannot wait for it to be 95 degrees today!,3
"I can't study, I'm starving but I can't eat cause I'm so freaking fat, I cant breathe in this humidity",1
Its freezing outsideee! Wtf is this shit,1
@mention Terrible 50 degrees in Chicago!,1
"Really great weather today, as the sct'd stuff stays away until late evening. Enjoy the dry day, expect 0.25-0.5""... {link}",3
I'm soo over michigans bipolar weather! why can't I have a degree so I could dip away,1
"05:40-Sky:  mostly cloudy|Vis: 10mi -Temp: 56.1F-Hum: 87.0 %-Pres: 29.61""-24Hr Rain: 0.04""-Winds: ENE 0.0 MPH-Windchill: 56.1F #cltwx",2
"Nice to be in sunny WARM California  @ Auburn, CA {link}/",3
"@mention strange weather everywhere, I never know what to wear each day either",1
Its going to be 84 degrees on my birthday. Baby I bring the HEAT!! ;-p,3
"Snow on granite peak during the middle of May, wth Wausau? {link}",1
"RT @mention: @mention ditto patrick! cannot wait to spend time w/ my adoptive family: beautiful weather and beautiful males, here we ...",3
RT @mention: it's hot as fuck outside,1
I love this weather! especially since we have a picnic today for large group. Thank you God&lt;3,3
noooo wtf -_- da weather changes every 5 minutes lmfao im so mad,1
I'm so jealous of all you tweeting about hot weather.  I'm making chai and wearing layers.,1
Perfect weather for today's 9 mile bridge run. Sub 8 pace and pushing it!,3
Boi! It is hot out dat damn doe!,1
Good morning NYC thank you for such a gorgeous day :) haven't seen sunshine all week,3
#WEATHER:  5:06 pm : 80.8F. Feels F. % Humidity. 2.2MPH South Wind.,2
This weather is gloriousssss megustaaa,3
"Its super awful here in OK, the weather is soo moody.",1
"Isolated storm headed for Jax W'side...{link} smoke continues S. Ware/S. Charlton Co.-fire now 104,000  acres!",2
RT @mention: I love thunderstorms .. Very soothing :)...,3
"I've got a sunny day, 2 6 packs of smirnoff ice pineapple, a lawn chair, and AC/DC on the radio. It's a #perfectday to be an""American."" #fb",3
@mention In my car cuddling and enjoying the weather! Waiting on Kende to get out of his interview,3
Rainy runs are the best,3
@mention yes! The seattle weather is unbeatable right now! We must go out and get our Vitamin D!,3
"What is up with all these cloudy, chilly Thursdays? I want to eat my @mention reuben outside under a sunny sky! Is that too much to ask?",1
SPC Severe Thunderstorm Watch 301 {link},2
Tornado spotted in Twin Cities; storm moving northeast - Post Bulletin {link} via @mention,2
Portugal tomorrow! Let's hope the weather is not as bad as the forecast (rain every day).,1
its hot AF!!!! i just bought a large orange slush && a large oreo blast! *shrugs*,1
@mention sounds like you're having a good time and the weather is nice.,3
Some wet weather this morning will fade away. More storms this afternoon. Some could be severe. Highs in the mid 80s. - {link},2
dont u just hate it when u have to do PE when its hot and humid outside?? cause i do!,1
The fuck is it 90 degrees outside for?  Too hot,1
Loving the weather!,3
wat is the weather feeling like,2
@mention It's Going To Be Over 70 Degrees The Whole Weekend......,2
@mention i love rain esp when I sleep but i love sunshine I mean who doesn't,3
Its Hot AF outside & I'm in the house!,1
Bloody hell snow. Tomato recon is on.,1
RT @mention: We have landed in Vegas! 90 degrees!   And sunny,3
"RT @mention :  Beautiful week ahead - sunny, 70s {link}",3
#WEATHER: 7:53 pm E: 60.0F. Feels 58F. 30.06% Humidity. 10.4MPH Northeast Wind.,2
Rain rain go away .. I want a sunny day to go running!,1
